Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-06-04,45.022,45.705,44.587,45.643,22649742,0.0,0
2010-06-07,43.966,44.214,43.531,43.873,33390571,0.0,0
2010-06-08,44.09,44.649,44.028,44.338,14629954,0.0,0
2010-06-09,44.338,45.115,43.997,44.587,14744944,0.0,0
2010-06-10,44.307,45.115,44.276,44.773,11948748,0.0,0
2010-06-11,45.58,45.767,45.27,45.394,18854702,0.0,0
2010-06-14,45.953,46.015,45.705,45.86,12961668,0.0,0
2010-06-15,45.829,46.201,45.705,45.891,11751294,0.0,0
2010-06-17,46.139,46.232,45.705,45.984,10545908,0.0,0
2010-06-18,46.046,46.574,45.953,46.481,16850418,0.0,0
2010-06-21,46.76,47.599,46.729,47.474,32123070,0.0,0
2010-06-22,46.822,47.195,46.667,47.009,23437287,0.0,0
2010-06-23,47.071,47.474,46.698,47.443,21620753,0.0,0
2010-06-24,47.102,47.381,46.605,46.729,18054818,0.0,0
2010-06-25,46.326,46.884,46.232,46.76,20393903,0.0,0
2010-06-28,46.605,46.978,46.481,46.605,14548306,0.0,0
2010-06-29,46.232,46.574,45.549,45.611,24304440,0.0,0
2010-06-30,45.611,45.611,44.742,45.115,20264314,0.0,0
2010-07-02,44.401,44.959,44.276,44.525,22057470,0.0,0
2010-07-05,44.307,44.68,44.152,44.183,10541640,0.0,0
2010-07-06,43.904,44.556,43.811,44.494,16561643,0.0,0
2010-07-07,44.618,44.649,44.121,44.214,14406368,0.0,0
2010-07-08,45.177,45.456,45.053,45.332,20412983,0.0,0
2010-07-09,45.518,45.891,45.456,45.798,13199330,0.0,0
2010-07-12,45.953,45.953,45.363,45.829,10242933,0.0,0
2010-07-13,45.953,46.046,45.767,45.891,10497124,0.0,0
2010-07-14,47.071,47.071,46.791,46.916,25705950,0.0,0
2010-07-15,46.822,47.071,46.326,46.512,18881356,0.0,0
2010-07-16,47.226,47.288,46.916,46.978,22608300,0.0,0
2010-07-19,46.077,46.264,45.674,45.922,17295403,0.0,0
2010-07-20,45.922,46.636,45.798,46.077,14015893,0.0,0
2010-07-21,46.45,47.102,46.326,47.071,15894627,0.0,0
2010-07-22,46.698,47.195,46.512,47.164,13234413,0.0,0
2010-07-23,47.878,47.94,47.661,47.754,24261232,0.0,0
2010-07-26,48.126,48.313,47.971,48.158,20644090,0.0,0
2010-07-27,48.158,49.027,48.033,48.965,31145394,0.0,0
2010-07-28,49.493,50.269,49.368,50.238,51654445,0.0,0
2010-07-29,49.958,50.114,49.648,50.02,23293562,0.0,0
2010-07-30,49.493,49.896,49.431,49.524,18029014,0.0,0
2010-08-02,49.679,50.424,49.679,50.331,29516271,0.0,0
2010-08-03,51.387,51.511,51.107,51.231,52872900,0.0,0
2010-08-04,51.231,51.542,50.766,51.107,30013333,0.0,0
2010-08-05,51.231,51.48,51.076,51.325,17201502,0.0,0
2010-08-06,51.014,51.48,50.859,51.356,18518258,0.0,0
2010-08-09,51.107,51.231,50.89,51.169,13271239,0.0,0
2010-08-10,51.293,51.293,50.766,50.828,13086360,0.0,0
2010-08-11,51.045,51.231,50.455,50.61,16260657,0.0,0
2010-08-12,49.679,49.803,49.182,49.679,25155517,0.0,0
2010-08-13,49.493,50.052,49.306,49.431,16032596,0.0,0
2010-08-16,49.058,49.803,49.058,49.399,14136919,0.0,0
2010-08-17,49.058,49.617,49.058,49.586,9932268,0.0,0
2010-08-18,49.667,49.946,48.89,49.045,15006127,0.08,0
2010-08-19,49.045,49.542,48.796,48.858,14127013,0.0,0
2010-08-20,48.05,48.206,47.926,48.081,21961797,0.0,0
2010-08-23,47.833,48.113,47.802,47.957,15158408,0.0,0
2010-08-24,47.553,48.113,47.149,47.18,22906574,0.0,0
2010-08-25,46.963,47.491,46.869,47.46,17103918,0.0,0
2010-08-26,47.46,47.926,47.242,47.802,10723080,0.0,0
2010-08-27,47.491,47.584,47.242,47.336,10403270,0.0,0
2010-08-30,47.895,48.299,47.864,48.019,12764325,0.0,0
2010-08-31,47.46,47.522,46.714,47.118,15146901,0.0,0
2010-09-01,47.584,47.802,47.398,47.522,18809565,0.0,0
2010-09-02,48.237,48.548,48.206,48.454,16693121,0.0,0
2010-09-03,48.486,48.641,48.268,48.517,12758905,0.0,0
2010-09-06,48.454,49.604,48.454,49.294,20591935,0.0,0
2010-09-07,49.138,49.418,49.045,49.263,15716862,0.0,0
2010-09-08,49.107,49.169,48.454,48.61,14562200,0.0,0
2010-09-09,48.61,49.014,48.517,48.672,11315740,0.0,0
2010-09-10,49.169,49.573,48.89,49.2,12619350,0.0,0
2010-09-13,49.48,50.288,49.418,50.102,27139559,0.0,0
2010-09-14,50.164,50.506,49.884,50.381,20907351,0.0,0
2010-09-15,50.506,50.848,50.008,50.692,21265541,0.0,0
2010-09-16,50.723,50.91,50.226,50.785,18274661,0.0,0
2010-09-17,50.879,51.376,50.817,51.345,37856957,0.0,0
2010-09-20,50.91,51.034,50.692,50.848,11506093,0.0,0
2010-09-21,51.221,51.221,50.599,50.661,13082147,0.0,0
2010-09-22,50.817,51.19,50.257,50.413,18739489,0.0,0
2010-09-24,49.729,50.413,49.729,50.102,18923988,0.0,0
2010-09-27,50.723,50.91,50.63,50.723,20506098,0.0,0
2010-09-28,50.972,50.972,49.822,49.946,18066813,0.0,0
2010-09-29,49.946,50.599,49.915,50.008,22206170,0.0,0
2010-09-30,50.008,50.008,49.231,49.542,31379325,0.0,0
2010-10-04,49.76,50.444,49.698,49.853,19575789,0.0,0
2010-10-05,49.729,50.381,49.729,50.319,15579013,0.0,0
2010-10-06,50.972,51.252,50.785,51.003,27348695,0.0,0
2010-10-07,51.127,51.127,50.568,50.785,12921508,0.0,0
2010-10-08,50.661,51.034,50.381,50.599,15014195,0.0,0
2010-10-11,50.91,51.003,50.506,50.754,16253648,0.0,0
2010-10-12,50.785,50.941,50.319,50.413,14935811,0.0,0
2010-10-13,50.661,50.91,50.35,50.879,24095431,0.0,0
2010-10-14,51.252,52.339,51.096,52.215,53249857,0.0,0
2010-10-15,51.469,51.718,51.407,51.531,33989516,0.0,0
2010-10-18,50.599,50.661,50.226,50.257,41769951,0.0,0
2010-10-19,50.444,50.972,50.444,50.848,20498954,0.0,0
2010-10-20,50.226,50.475,49.791,50.413,25792778,0.0,0
2010-10-21,50.381,50.848,50.226,50.692,17922814,0.0,0
2010-10-22,50.817,51.594,50.35,50.848,27487018,0.0,0
2010-10-25,50.661,51.283,50.506,50.848,20201258,0.0,0
2010-10-26,50.723,50.879,50.288,50.444,16434923,0.0,0
2010-10-27,50.475,50.661,49.977,50.133,16622331,0.0,0
2010-10-28,50.413,50.413,49.946,50.226,12299350,0.0,0
2010-10-29,50.413,50.413,49.946,50.071,20020756,0.0,0
2010-11-01,50.102,50.723,50.102,50.63,13495589,0.0,0
2010-11-02,50.413,50.537,50.195,50.413,10741240,0.0,0
2010-11-03,50.599,51.469,50.444,51.283,33585140,0.0,0
2010-11-04,52.029,53.272,51.967,53.148,96073179,0.0,0
2010-11-05,54.702,54.857,54.204,54.795,85764229,0.0,0
2010-11-08,53.738,54.142,53.085,53.894,53686962,0.0,0
2010-11-09,53.676,54.981,53.458,53.987,47899923,0.0,0
2010-11-10,53.707,53.925,53.396,53.458,41300800,0.0,0
2010-11-11,53.645,54.391,53.583,53.925,31221514,0.0,0
2010-11-12,53.023,53.179,52.433,52.495,44708607,0.0,0
2010-11-15,53.148,53.148,52.495,52.588,20890308,0.0,0
2010-11-16,52.806,52.899,51.842,51.967,33209316,0.0,0
2010-11-17,50.933,51.306,50.528,50.591,37316567,0.088889,0
2010-11-18,50.684,51.431,50.591,51.337,21108767,0.0,0
2010-11-19,51.337,51.617,50.995,51.555,22446329,0.0,0
2010-11-22,51.026,51.431,51.026,51.182,20495191,0.0,0
2010-11-23,50.497,50.591,49.875,49.906,34869493,0.0,0
2010-11-24,49.751,50.186,49.751,50.031,26859073,0.0,0
2010-11-25,49.937,50.093,49.751,49.813,24050968,0.0,0
2010-11-26,49.844,50.186,49.564,49.626,21054282,0.0,0
2010-11-29,49.222,49.844,49.222,49.813,20219806,0.0,0
2010-11-30,49.471,49.626,49.066,49.128,27131082,0.0,0
2010-12-01,48.942,49.688,48.879,49.471,19524617,0.0,0
2010-12-02,49.875,49.937,49.719,49.844,21322729,0.0,0
2010-12-03,50.186,50.84,49.968,50.528,41471617,0.0,0
2010-12-06,50.684,51.088,50.528,50.684,21326842,0.0,0
2010-12-07,50.435,50.902,50.311,50.808,15408676,0.0,0
2010-12-08,50.435,50.591,49.719,49.844,21058242,0.0,0
2010-12-09,50.311,50.622,50.155,50.342,19637882,0.0,0
2010-12-10,50.342,50.808,50.342,50.715,21310914,0.0,0
2010-12-13,51.182,51.337,50.715,50.84,12334275,0.0,0
2010-12-14,50.902,51.026,50.746,50.995,9323329,0.0,0
2010-12-15,50.933,50.995,49.657,50.28,18348441,0.0,0
2010-12-16,49.937,50.124,49.564,49.719,19601657,0.0,0
2010-12-17,49.968,50.093,49.564,49.875,14185615,0.0,0
2010-12-20,49.377,49.408,49.066,49.315,20676518,0.0,0
2010-12-21,49.222,50.031,49.222,49.875,14191287,0.0,0
2010-12-22,49.502,49.999,49.502,49.906,13154254,0.0,0
2010-12-23,50.186,50.186,49.657,49.751,8791857,0.0,0
2010-12-28,49.595,49.595,49.097,49.284,10954716,0.0,0
2010-12-29,49.564,49.813,49.408,49.751,8340592,0.0,0
2010-12-30,49.564,50.031,49.564,49.813,9347136,0.0,0
2011-01-03,49.626,50.062,49.439,49.813,14119580,0.0,0
2011-01-04,49.657,50.062,49.657,49.968,14060508,0.0,0
2011-01-05,50.28,51.244,50.124,51.182,44631532,0.0,0
2011-01-06,51.617,51.711,51.306,51.462,27712903,0.0,0
2011-01-07,51.524,52.022,51.368,51.462,28182115,0.0,0
2011-01-10,51.368,51.617,50.746,50.84,20843754,0.0,0
2011-01-11,50.84,51.68,50.84,51.275,26128987,0.0,0
2011-01-12,52.022,53.391,51.991,53.173,78328959,0.0,0
2011-01-13,54.293,54.355,53.578,53.889,74038365,0.0,0
2011-01-14,54.262,54.262,53.733,53.982,45098982,0.0,0
2011-01-17,54.2,54.324,53.826,54.013,27782919,0.0,0
2011-01-18,54.138,55.195,54.044,54.449,57694205,0.0,0
2011-01-19,54.978,54.978,54.418,54.729,30145000,0.0,0
2011-01-20,54.106,54.138,53.578,53.609,34651373,0.0,0
2011-01-21,53.64,53.982,53.453,53.764,26847671,0.0,0
2011-01-24,53.889,54.013,53.36,53.92,18936392,0.0,0
2011-01-25,54.138,54.511,53.92,54.044,18934447,0.0,0
2011-01-26,53.733,53.858,53.08,53.515,26961410,0.0,0
2011-01-27,53.266,53.671,53.111,53.36,21450801,0.0,0
2011-01-28,53.64,53.982,53.391,53.578,22209363,0.0,0
2011-01-31,52.675,52.893,52.489,52.737,27181702,0.0,0
2011-02-01,52.986,53.142,52.706,53.08,12328126,0.0,0
2011-02-07,54.822,55.133,54.729,54.76,50896212,0.0,0
2011-02-08,55.227,55.538,54.822,55.258,49485226,0.0,0
2011-02-09,55.818,56.036,55.475,55.818,59036260,0.0,0
2011-02-10,56.191,56.222,55.164,55.569,51069644,0.0,0
2011-02-11,55.507,55.538,54.48,55.195,39438478,0.0,0
2011-02-14,55.382,55.507,54.915,55.351,27304593,0.0,0
2011-02-15,54.542,54.853,54.386,54.449,21343306,0.0,0
2011-02-16,54.822,55.351,54.604,55.32,24840261,0.0,0
2011-02-17,56.098,56.502,55.693,56.471,57258199,0.0,0
2011-02-18,56.938,57.187,56.627,57.093,50097727,0.0,0
2011-02-21,56.564,56.751,56.16,56.378,16718626,0.0,0
2011-02-22,55.413,55.413,54.853,54.915,27846211,0.0,0
2011-02-23,54.76,55.631,54.573,55.413,26111246,0.0,0
2011-02-24,54.884,55.227,54.138,54.231,24391938,0.0,0
2011-02-25,54.573,55.693,54.573,55.413,28394592,0.0,0
2011-02-28,55.195,56.316,55.195,56.253,32461601,0.0,0
2011-03-01,53.36,53.733,53.204,53.36,98475308,0.0,0
2011-03-02,51.991,52.457,51.835,52.209,67532450,0.0,0
2011-03-03,52.271,52.706,52.271,52.395,32849083,0.0,0
2011-03-04,52.644,52.769,52.177,52.209,40026038,0.0,0
2011-03-07,51.649,51.929,51.586,51.711,44551728,0.0,0
2011-03-08,51.897,53.111,51.835,52.893,48382774,0.0,0
2011-03-09,52.675,52.924,52.644,52.8,26363219,0.0,0
2011-03-10,52.582,52.582,51.991,52.084,29191118,0.0,0
2011-03-11,51.649,51.929,51.4,51.555,43428358,0.0,0
2011-03-14,51.275,51.96,51.275,51.649,23590597,0.0,0
2011-03-15,51.151,51.213,50.093,50.435,75338651,0.0,0
2011-03-16,50.487,50.58,49.864,50.082,44199764,0.133333,0
2011-03-17,48.929,49.396,48.617,49.209,45995024,0.0,0
2011-03-18,49.272,49.677,49.272,49.521,30307593,0.0,0
2011-03-21,49.646,50.394,49.646,50.113,41287112,0.0,0
2011-03-22,50.175,50.487,50.051,50.269,22704456,0.0,0
2011-03-23,49.988,50.175,49.864,49.957,20766098,0.0,0
2011-03-24,50.175,50.331,49.895,49.988,27215217,0.0,0
2011-03-25,50.612,51.297,50.581,51.235,52278959,0.0,0
2011-03-28,50.674,51.204,50.643,51.11,42692820,0.0,0
2011-03-29,50.612,51.173,50.612,50.799,16286145,0.0,0
2011-03-30,50.736,51.422,50.705,51.11,33636169,0.0,0
2011-03-31,51.11,51.297,50.799,50.954,20763154,0.0,0
2011-04-01,50.456,50.892,50.207,50.799,29660233,0.0,0
2011-04-04,50.83,51.391,50.892,51.235,29888316,0.0,0
2011-04-06,51.235,52.108,51.141,51.765,45500781,0.0,0
2011-04-07,52.17,52.606,52.045,52.544,39562719,0.0,0
2011-04-08,52.731,53.136,52.7,53.074,40458062,0.0,0
2011-04-11,52.824,52.918,52.326,52.606,25223364,0.0,0
2011-04-12,52.357,52.482,51.983,52.17,23798801,0.0,0
2011-04-13,51.921,52.482,51.858,52.263,19989166,0.0,0
2011-04-14,51.702,52.201,51.702,52.139,8826082,0.0,0
2011-04-15,52.108,52.45,51.734,51.796,15553747,0.0,0
2011-04-18,51.796,51.983,51.266,51.297,17677556,0.0,0
2011-04-19,50.986,51.048,50.705,50.861,20673330,0.0,0
2011-04-20,51.391,51.734,51.11,51.671,22171678,0.0,0
2011-04-21,51.983,52.513,51.921,52.388,26072970,0.0,0
2011-04-26,52.076,52.575,51.921,52.357,17617864,0.0,0
2011-04-27,52.762,52.824,52.139,52.232,13277375,0.0,0
2011-04-28,52.98,53.198,52.513,52.637,44266850,0.0,0
2011-04-29,52.731,52.918,52.482,52.513,16175033,0.0,0
2011-05-03,52.419,52.98,52.232,52.575,16758877,0.0,0
2011-05-04,52.637,52.637,52.17,52.326,17426187,0.0,0
2011-05-05,52.108,52.544,52.045,52.263,18926104,0.0,0
2011-05-06,51.702,51.858,51.515,51.547,24588502,0.0,0
2011-05-09,51.858,52.388,51.858,52.357,23838681,0.0,0
2011-05-11,51.765,52.295,51.391,51.64,33498177,0.0,0
2011-05-12,51.11,51.173,50.83,50.986,27145932,0.0,0
2011-05-13,51.048,51.858,50.83,51.765,18722884,0.0,0
2011-05-16,50.83,51.079,50.83,50.986,20819317,0.0,0
2011-05-17,50.487,50.705,50.331,50.643,25608170,0.0,0
2011-05-18,50.362,50.768,50.362,50.424,17615007,0.1,0
2011-05-19,50.331,50.424,50.081,50.268,23617817,0.0,0
2011-05-20,50.393,50.643,50.393,50.549,11407399,0.0,0
2011-05-23,49.988,50.05,49.488,49.582,41679210,0.0,0
2011-05-24,49.301,49.551,49.176,49.364,30861980,0.0,0
2011-05-25,48.989,49.27,48.802,49.207,34318043,0.0,0
2011-05-26,49.52,50.112,49.488,50.019,23177323,0.0,0
2011-05-27,49.956,50.487,49.8,50.331,17757327,0.0,0
2011-05-30,50.424,50.518,50.268,50.331,8522767,0.0,0
2011-05-31,50.549,51.267,50.549,51.173,26194789,0.0,0
2011-06-01,50.955,51.205,50.83,50.861,17444934,0.0,0
2011-06-02,50.081,50.144,49.832,49.925,32488497,0.0,0
2011-06-03,50.081,50.237,49.863,50.175,24155281,0.0,0
2011-06-07,49.676,50.081,49.644,50.081,16898939,0.0,0
2011-06-08,49.676,49.738,49.395,49.551,23397739,0.0,0
2011-06-09,49.239,49.551,49.114,49.488,22665068,0.0,0
2011-06-10,49.613,49.613,48.989,49.145,20481864,0.0,0
2011-06-13,48.771,49.176,48.677,49.176,18286779,0.0,0
2011-06-14,48.927,49.676,48.927,49.332,15695118,0.0,0
2011-06-15,49.114,49.145,48.677,48.708,31351098,0.0,0
2011-06-16,48.053,48.147,47.772,47.959,39911447,0.0,0
2011-06-17,48.022,48.053,47.21,47.46,28924655,0.0,0
2011-06-20,47.21,47.71,47.054,47.117,23611236,0.0,0
2011-06-21,47.429,47.959,47.429,47.897,17065710,0.0,0
2011-06-22,48.053,48.24,47.71,47.803,14069283,0.0,0
2011-06-23,47.304,47.491,47.179,47.367,19475153,0.0,0
2011-06-24,47.179,47.803,47.086,47.647,21543188,0.0,0
2011-06-27,46.836,46.992,46.805,46.93,28499477,0.0,0
2011-06-28,47.179,47.335,46.992,47.117,14246383,0.0,0
2011-06-29,47.429,47.647,47.242,47.398,12762418,0.0,0
2011-06-30,47.928,48.677,47.866,48.084,29147579,0.0,0
2011-07-04,49.02,49.207,48.802,48.864,21790309,0.0,0
2011-07-05,48.927,48.989,48.708,48.833,9380979,0.0,0
2011-07-06,48.739,49.114,48.49,48.521,15144229,0.0,0
2011-07-07,48.615,49.114,48.583,48.677,11666811,0.0,0
2011-07-08,48.864,49.02,48.677,48.833,13671232,0.0,0
2011-07-11,48.334,48.334,47.803,48.084,14200805,0.0,0
2011-07-12,47.46,47.46,46.399,46.649,35295300,0.0,0
2011-07-13,46.898,47.273,46.805,47.086,14581528,0.0,0
2011-07-14,47.179,47.21,46.836,47.117,12480475,0.0,0
2011-07-15,46.93,47.366,46.867,47.179,7498723,0.0,0
2011-07-18,46.805,47.335,46.68,46.836,12878805,0.0,0
2011-07-19,46.493,47.054,46.43,46.961,14568750,0.0,0
2011-07-20,46.898,47.023,46.649,46.93,18478761,0.0,0
2011-07-21,47.429,47.803,47.21,47.367,17678253,0.0,0
2011-07-22,48.303,48.833,48.271,48.677,37932574,0.0,0
2011-07-25,47.991,48.49,47.991,48.365,10310796,0.0,0
2011-07-26,48.053,48.771,48.053,48.646,13302966,0.0,0
2011-07-27,48.396,48.708,48.209,48.303,13073678,0.0,0
2011-07-28,47.772,48.303,47.647,48.271,17866285,0.0,0
2011-07-29,48.053,48.271,47.679,47.772,14676021,0.0,0
2011-08-01,48.427,48.802,47.991,48.022,17512325,0.0,0
2011-08-02,48.24,49.051,48.24,48.615,43539932,0.0,0
2011-08-03,47.991,48.084,47.491,48.053,29743076,0.0,0
2011-08-04,48.053,48.053,47.273,47.523,19381284,0.0,0
2011-08-05,45.463,45.744,45.057,45.369,66266123,0.0,0
2011-08-08,44.184,44.964,43.591,44.683,42506584,0.0,0
2011-08-09,41.469,43.435,40.627,41.438,83337957,0.0,0
2011-08-10,43.06,43.56,42.811,43.06,24104131,0.0,0
2011-08-11,41.032,42.374,40.876,41.812,59944043,0.0,0
2011-08-12,42.624,42.748,41.812,41.906,28275742,0.0,0
2011-08-15,43.622,43.903,43.31,43.56,31213915,0.0,0
2011-08-16,43.06,43.622,42.936,43.123,21408263,0.0,0
2011-08-17,43.931,44.12,43.678,43.836,19143858,0.779577,0
2011-08-18,43.205,43.836,42.921,42.952,21078552,0.0,0
2011-08-19,41.343,41.879,41.09,41.153,42854106,0.0,0
2011-08-22,41.059,42.069,41.027,41.974,25470641,0.0,0
2011-08-23,41.5,42.416,41.343,42.384,14574239,0.0,0
2011-08-24,41.974,42.163,41.216,41.248,16578406,0.0,0
2011-08-25,41.437,41.721,41.343,41.595,14754921,0.0,0
2011-08-26,41.374,41.721,40.964,41.059,13125317,0.0,0
2011-08-29,41.059,41.595,40.995,41.343,12300495,0.0,0
2011-08-30,41.942,42.226,41.69,41.942,13487096,0.0,0
2011-08-31,41.974,42.542,41.879,42.447,14878171,0.0,0
2011-09-01,42.889,43.331,42.479,42.542,23802627,0.0,0
2011-09-02,41.974,42.479,41.974,42.384,23313000,0.0,0
2011-09-05,41.374,41.627,41.09,41.216,22743904,0.0,0
2011-09-06,40.049,40.554,39.765,40.459,34264044,0.0,0
2011-09-07,40.554,40.901,40.459,40.775,15846487,0.0,0
2011-09-08,41.216,41.216,40.554,40.806,12263848,0.0,0
2011-09-09,41.059,41.374,40.838,40.996,18211746,0.0,0
2011-09-12,39.134,39.354,38.597,38.755,36563078,0.0,0
2011-09-14,38.881,39.228,38.06,38.976,24343246,0.0,0
2011-09-15,39.26,39.638,38.786,39.544,18823374,0.0,0
2011-09-16,40.617,41.28,40.617,40.775,25107707,0.0,0
2011-09-19,40.143,40.396,39.544,39.702,16274245,0.0,0
2011-09-20,39.733,40.207,39.512,40.08,23982682,0.0,0
2011-09-21,39.891,40.112,39.544,39.702,15251907,0.0,0
2011-09-22,38.439,38.692,38.187,38.281,34190376,0.0,0
2011-09-23,37.366,37.871,37.145,37.556,39300814,0.0,0
2011-09-26,37.537,37.871,36.23,37.587,31899863,0.0,0
2011-09-27,38.565,39.007,38.187,38.944,25597952,0.0,0
2011-09-28,39.291,39.449,38.786,39.165,33168736,0.0,0
2011-09-30,39.323,39.449,38.187,38.439,23553529,0.0,0
2011-10-03,36.956,37.272,36.609,36.798,29682170,0.0,0
2011-10-04,36.609,37.145,35.567,35.883,29013910,0.0,0
2011-10-06,36.767,37.492,36.325,37.429,29335630,0.0,0
2011-10-07,38.565,39.007,38.565,38.913,27697128,0.0,0
2011-10-10,39.386,39.386,38.187,38.881,22572725,0.0,0
2011-10-11,39.891,40.27,39.449,39.575,23238268,0.0,0
2011-10-12,38.976,39.544,38.629,39.512,20088722,0.0,0
2011-10-13,40.869,40.869,40.27,40.806,37060463,0.0,0
2011-10-14,40.207,40.617,39.828,40.207,11658890,0.0,0
2011-10-17,40.996,41.027,40.617,40.996,12509602,0.0,0
2011-10-18,40.238,40.333,39.418,39.67,15581187,0.0,0
2011-10-19,40.648,40.648,40.08,40.333,12122756,0.0,0
2011-10-20,40.207,40.207,39.26,39.733,9784777,0.0,0
2011-10-21,39.796,40.143,39.702,39.828,6755283,0.0,0
2011-10-24,40.396,41.153,40.396,41.059,17331539,0.0,0
2011-10-25,41.059,41.469,40.901,41.28,13710276,0.0,0
2011-10-26,40.838,41.627,40.775,41.5,10467419,0.0,0
2011-10-27,41.374,42.542,41.374,42.479,23845979,0.0,0
2011-10-28,43.804,44.309,43.362,44.246,49330415,0.0,0
2011-10-31,44.341,44.719,43.646,44.12,20747536,0.0,0
2011-11-01,42.921,43.205,42.321,42.416,25444454,0.0,0
2011-11-02,41.627,42.826,41.343,42.573,21098105,0.0,0
2011-11-03,41.658,41.942,41.059,41.343,22650432,0.0,0
2011-11-04,42.731,42.921,42.416,42.668,13864608,0.0,0
2011-11-07,42.51,43.078,42.132,42.226,12100385,0.0,0
2011-11-08,42.479,42.889,42.195,42.258,9366013,0.0,0
2011-11-09,43.142,43.362,42.668,42.858,11606805,0.0,0
2011-11-10,39.354,39.702,38.913,38.944,49617219,0.0,0
2011-11-11,39.007,39.291,38.849,39.039,16582332,0.0,0
2011-11-14,40.08,40.175,39.828,39.922,16728304,0.0,0
2011-11-15,39.26,39.418,39.07,39.165,12489079,0.0,0
2011-11-16,39.197,39.197,38.092,38.345,22033544,0.0,0
2011-11-17,37.745,38.439,37.713,38.029,14479237,0.0,0
2011-11-18,37.177,37.429,36.861,37.398,17386485,0.0,0
2011-11-21,37.019,37.366,36.672,37.082,11295892,0.0,0
2011-11-22,36.483,36.893,36.388,36.798,18049643,0.0,0
2011-11-23,36.463,36.687,36.303,36.495,13384798,0.7765,0
2011-11-24,35.983,36.495,35.951,36.495,14620368,0.0,0
2011-11-25,35.856,36.047,35.824,35.887,11378461,0.0,0
2011-11-28,36.719,36.911,36.431,36.527,8541647,0.0,0
2011-11-29,37.615,37.871,37.199,37.519,24044835,0.0,0
2011-11-30,37.455,37.487,36.527,36.751,17531959,0.0,0
2011-12-01,38.862,39.086,38.766,38.798,26495896,0.0,0
2011-12-02,38.446,39.502,38.446,39.406,20228993,0.0,0
2011-12-05,39.502,39.95,39.342,39.886,15685471,0.0,0
2011-12-06,39.726,39.758,39.182,39.47,15060654,0.0,0
2011-12-07,39.662,40.301,39.374,40.237,16349634,0.0,0
2011-12-08,39.662,39.982,39.406,39.886,9658179,0.0,0
2011-12-09,38.702,39.054,38.19,38.414,13594275,0.0,0
2011-12-12,39.246,39.47,38.35,38.446,12489339,0.0,0
2011-12-13,37.743,38.318,37.711,38.222,8606271,0.0,0
2011-12-14,37.711,37.807,37.455,37.551,12249117,0.0,0
2011-12-15,37.071,37.167,36.495,37.039,19405364,0.0,0
2011-12-16,37.135,37.839,37.135,37.647,8182269,0.0,0
2011-12-19,36.783,36.975,36.495,36.879,12544327,0.0,0
2011-12-20,36.783,37.327,36.687,36.911,7351250,0.0,0
2011-12-21,37.935,37.935,37.679,37.839,10626003,0.0,0
2011-12-22,37.647,37.807,37.519,37.711,4122823,0.0,0
2011-12-23,38.19,38.382,37.807,38.254,8736531,0.0,0
2011-12-28,38.19,38.19,37.743,37.871,6393934,0.0,0
2011-12-29,37.615,37.615,37.263,37.359,10558212,0.0,0
2011-12-30,37.807,37.903,37.679,37.743,6706556,0.0,0
2012-01-03,38.382,38.862,38.126,38.734,16392714,0.0,0
2012-01-04,38.926,39.118,38.574,38.67,13408988,0.0,0
2012-01-05,38.766,38.894,38.702,38.83,6568742,0.0,0
2012-01-06,38.478,38.478,37.839,38.062,9611830,0.0,0
2012-01-09,37.999,38.734,37.455,38.542,12912340,0.0,0
2012-01-10,38.19,38.702,38.094,38.286,16659851,0.0,0
2012-01-11,38.702,38.702,38.414,38.67,8311625,0.0,0
2012-01-12,38.382,38.926,38.158,38.19,15099200,0.0,0
2012-01-13,38.318,38.638,38.126,38.414,8986100,0.0,0
2012-01-16,38.382,38.382,38.062,38.158,8495000,0.0,0
2012-01-17,38.51,39.47,38.51,39.406,18057500,0.0,0
2012-01-18,39.406,39.758,39.278,39.63,15309000,0.0,0
2012-01-19,40.046,40.11,39.662,39.822,14799500,0.0,0
2012-01-20,41.069,41.453,40.845,41.293,40557200,0.0,0
2012-01-26,41.741,41.773,41.229,41.613,20859800,0.0,0
2012-01-27,41.709,42.253,41.645,41.997,19857500,0.0,0
2012-01-30,42.157,42.189,41.549,41.581,16926700,0.0,0
2012-01-31,41.581,42.029,41.421,41.613,22171900,0.0,0
2012-02-01,41.453,41.773,41.293,41.485,7876800,0.0,0
2012-02-02,42.508,42.956,42.412,42.828,25365400,0.0,0
2012-02-03,42.732,42.796,42.508,42.796,6098100,0.0,0
2012-02-06,43.724,43.948,43.244,43.404,22489800,0.0,0
2012-02-07,43.66,43.82,43.468,43.756,15449600,0.0,0
2012-02-08,44.14,44.587,43.98,44.587,20538600,0.0,0
2012-02-09,44.14,44.651,44.044,44.332,15888700,0.0,0
2012-02-10,44.587,44.587,44.012,44.268,12707814,0.0,0
2012-02-13,43.724,44.3,43.692,44.044,10392099,0.0,0
2012-02-14,43.692,44.14,43.692,43.82,10618672,0.0,0
2012-02-15,43.756,44.747,43.66,44.619,20311245,0.0,0
2012-02-16,44.332,44.651,44.044,44.044,8371079,0.0,0
2012-02-17,44.907,45.227,44.843,45.099,20926906,0.0,0
2012-02-20,45.675,45.771,45.259,45.323,16912619,0.0,0
2012-02-21,45.515,45.931,45.419,45.835,15852972,0.0,0
2012-02-22,45.163,45.643,45.067,45.579,15234506,0.0,0
